0,15.326845822026321
1,8.093266463799036
2,-9.231157380928567
3,25.586734451074946
4,25.360337618871917
5,4.326446847548482
6,27.50236507608642
7,24.514606426181203
8,26.89499290517461
9,3.0910397110960126
10,11.344949536415601
11,34.995548079396066
12,35.52284201162604
13,32.89884814176061
14,38.86028397146204
15,25.93658194169936
16,27.633759665047336
17,43.50039784648851
18,34.55625602090955
19,27.89648017704369
20,30.056763943571315
21,53.56416414318895
22,28.753474879648255
23,47.928997983087726
24,58.245244959079166
25,34.19148784044882
26,43.14476932612609
27,37.07230671309041
28,65.10312029069338
29,54.7783300554491
30,69.1085491158192
31,79.00788376597276
32,63.27786842081818
33,51.08540184868276
34,53.129535934300335
35,61.7451840454272
36,72.571926411233
37,58.5852233812035
38,92.55975632512022
39,61.63607481306124
40,98.59338103087106
41,74.52779977661095
42,66.39387013701808
43,102.54193534981414
44,72.35063084655572
45,81.35554117469438
46,93.33324303666339
47,103.99819149597299
48,101.5177477528263
49,108.59491045708403
50,92.53576544687262
51,104.30417041114005
52,102.67633368220088
53,102.04595353305959
54,111.59525219361282
55,118.38007728616587
56,125.89601742393478
57,104.94388378581488
58,101.71622423576251
59,106.0722090450132
60,125.82228157572715
61,132.18597876995213
62,130.9178645288301
63,137.47792543162515
64,124.11875839050717
65,148.64870137108622
66,122.81820671015304
67,121.097462126986
68,135.97581780369504
69,137.73213833566905
70,130.9870350574735
71,140.89490848911663
72,143.75260441066496
73,138.94086242208766
74,163.03274092251442
75,154.09781700100666
76,133.52852760047583
77,143.32116342977483
78,151.48601876455547
79,147.30703238001647
80,154.4430161782585
81,173.06082358719004
82,157.67505168430512
83,170.68041873339362
84,175.08869650385216
85,183.95978611291272
86,179.93831672996123
87,188.6441443286419
88,178.61613807613205
89,175.28219332018742
90,168.2672985178653
91,191.01290182341484
92,170.4940005481237
93,198.64177364670957
94,203.33808604750035
95,203.24616920669519
96,177.18850588058348
97,189.83021816251423
98,200.02294513194667
99,185.2736524523358
